order_number,order_date,ship_date,customer_id,sales_channel,currency_code,warehouse_code,region_id,product_id,order_quantity,unit_price,total_unit_cost,total_revenue
SO - 0005872,9/29/2022,5/10/2022,14,Global Sales,USD,QWE418,50,9,8,1018.4,549.936,8147.2
SO - 0007203,9/29/2022,10/14/2022,46,Trade Supply,EUR,QWE418,69,2,10,2579.5,1315.545,25795.0
SO - 000124,9/30/2022,10/16/2022,19,Trade Supply,NZD,QWE418,45,12,12,1969.8,866.712,23637.6
SO - 000906,9/30/2022,10/17/2022,19,Logistics Partner,USD,QWE418,15,13,8,180.9,119.394,1447.2
SO - 0001915,9/30/2022,10/15/2022,33,Trade Supply,USD,QWE418,28,11,9,254.6,129.846,2291.4
SO - 0004623,9/30/2022,10/17/2022,44,Logistics Partner,EUR,QWE418,58,7,5,924.6,564.006,4623.0
SO - 0004994,9/30/2022,10/16/2022,40,Trade Supply,USD,QWE418,29,1,7,6539.2,4708.224,45774.4
SO - 0005944,9/30/2022,8/10/2022,3,Trade Supply,USD,QWE418,27,11,6,3993.2,2076.464,23959.2
SO - 0006935,9/30/2022,8/10/2022,35,Trade Supply,USD,QWE418,21,12,7,6492.3,4869.225,45446.1
SO - 0007091,9/30/2022,5/10/2022,2,Logistics Partner,NZD,QWE418,19,7,9,6438.7,3670.059,57948.3
SO - 0007330,9/30/2022,10/18/2022,40,Global Sales,AUD,QWE418,53,2,10,3510.8,1930.94,35108.0
SO - 000466,1/10/2022,6/10/2022,38,Trade Supply,USD,QWE418,67,13,5,3865.9,1971.609,19329.5
SO - 0001635,1/10/2022,5/10/2022,19,Logistics Partner,GBP,QWE418,98,11,12,3993.2,2675.444,47918.4
SO - 0001697,1/10/2022,10/17/2022,16,Global Sales,EUR,QWE418,27,5,12,817.4,653.92,9808.8
SO - 0003101,1/10/2022,10/17/2022,22,Trade Supply,GBP,QWE418,42,1,10,884.4,512.952,8844.0
SO - 0006332,1/10/2022,6/10/2022,34,Logistics Partner,AUD,QWE418,83,1,11,2391.9,1172.031,26310.9
SO - 0007730,1/10/2022,10/13/2022,16,Trade Supply,USD,QWE418,18,13,5,5601.2,4312.924,28006.0
SO - 000960,2/10/2022,10/16/2022,13,Logistics Partner,NZD,QWE418,81,5,11,1179.2,813.648,12971.2
SO - 0002263,2/10/2022,7/10/2022,37,Trade Supply,GBP,QWE418,56,2,10,978.2,449.972,9782.0
SO - 0002548,2/10/2022,7/10/2022,46,Global Sales,USD,QWE418,33,2,11,1922.9,1576.778,21151.9
SO - 0003127,2/10/2022,5/10/2022,27,Trade Supply,USD,QWE418,18,1,5,4006.6,2444.026,20033.0
SO - 0004135,2/10/2022,9/10/2022,30,Trade Supply,AUD,QWE418,57,2,5,3195.9,2364.966,15979.5
SO - 0007289,2/10/2022,10/14/2022,33,Trade Supply,NZD,QWE418,28,1,7,3986.5,2989.875,27905.5
SO - 0007537,2/10/2022,10/19/2022,1,Trade Supply,NZD,QWE418,46,7,7,1989.9,1114.344,13929.3
SO - 0007657,2/10/2022,10/16/2022,36,Global Sales,NZD,QWE418,17,1,7,1916.2,1341.34,13413.4
SO - 0008048,2/10/2022,10/19/2022,17,Logistics Partner,AUD,QWE418,78,7,5,1755.4,1351.658,8777.0
SO - 0001340,3/10/2022,10/18/2022,30,Logistics Partner,NZD,QWE418,39,7,5,2237.8,1297.924,11189.0
SO - 0001774,3/10/2022,10/18/2022,17,Trade Supply,GBP,QWE418,12,1,5,5105.4,3982.212,25527.0
SO - 0001923,3/10/2022,10/19/2022,25,Logistics Partner,NZD,QWE418,48,7,12,6344.9,3806.94,76138.8
SO - 0002831,3/10/2022,7/10/2022,47,Trade Supply,AUD,QWE418,24,7,7,777.2,334.196,5440.4
SO - 0003626,3/10/2022,10/16/2022,27,Trade Supply,EUR,QWE418,11,9,12,757.1,431.547,9085.2
SO - 0004202,3/10/2022,10/20/2022,2,Trade Supply,USD,QWE418,97,8,5,2659.9,1196.955,13299.5
SO - 0005455,3/10/2022,11/10/2022,29,Logistics Partner,USD,QWE418,19,14,9,4013.3,2327.714,36119.7
SO - 0005469,3/10/2022,9/10/2022,11,Trade Supply,AUD,QWE418,52,5,10,1842.5,1087.075,18425.0
SO - 0006088,3/10/2022,10/14/2022,39,Logistics Partner,USD,QWE418,26,1,6,1118.9,660.151,6713.4
SO - 000217,4/10/2022,10/15/2022,3,Logistics Partner,NZD,QWE418,82,11,10,1809.0,1302.48,18090.0
SO - 000631,4/10/2022,10/13/2022,37,Trade Supply,EUR,QWE418,95,14,7,3865.9,3170.038,27061.3
SO - 0003483,4/10/2022,10/16/2022,3,Trade Supply,USD,QWE418,50,5,5,2438.8,1341.34,12194.0
SO - 0003746,4/10/2022,10/10/2022,47,Logistics Partner,AUD,QWE418,75,11,10,6009.9,4507.425,60099.0
SO - 0004979,4/10/2022,8/10/2022,36,Trade Supply,NZD,QWE418,27,13,10,174.2,90.584,1742.0
SO - 0005536,4/10/2022,10/18/2022,26,Trade Supply,USD,QWE418,5,1,7,737.0,390.61,5159.0
SO - 0005607,4/10/2022,8/10/2022,24,Trade Supply,NZD,QWE418,14,6,8,904.5,750.735,7236.0
SO - 0006125,4/10/2022,8/10/2022,33,Trade Supply,GBP,QWE418,27,2,11,1815.7,726.28,19972.7
SO - 0006803,4/10/2022,10/18/2022,24,Trade Supply,AUD,QWE418,58,3,7,1943.0,835.49,13601.0
SO - 000768,5/10/2022,9/10/2022,5,Trade Supply,NZD,QWE418,73,11,8,180.9,85.023,1447.2
SO - 0003137,5/10/2022,9/10/2022,47,Global Sales,USD,QWE418,50,2,10,3993.2,3154.628,39932.0
SO - 0003457,5/10/2022,10/14/2022,45,Trade Supply,USD,QWE418,23,1,11,5366.7,4239.693,59033.7
SO - 0003491,5/10/2022,10/16/2022,33,Trade Supply,NZD,QWE418,85,9,7,214.4,135.072,1500.8
SO - 0004571,5/10/2022,10/23/2022,25,Logistics Partner,AUD,QWE418,80,2,6,2412.0,1326.6,14472.0
SO - 0005622,5/10/2022,10/14/2022,49,Trade Supply,USD,QWE418,99,7,8,2633.1,1922.163,21064.8
SO - 0005974,5/10/2022,10/21/2022,34,Trade Supply,AUD,QWE418,96,1,8,3865.9,3092.72,30927.2
SO - 000753,6/10/2022,10/18/2022,37,Trade Supply,USD,QWE418,35,9,8,3946.3,3038.651,31570.4
SO - 0001383,6/10/2022,10/20/2022,17,Logistics Partner,USD,QWE418,43,4,6,3966.4,2736.816,23798.4
SO - 0001556,6/10/2022,10/16/2022,43,Logistics Partner,NZD,QWE418,88,1,5,3919.5,2038.14,19597.5
SO - 0002354,6/10/2022,10/22/2022,4,Logistics Partner,AUD,QWE418,19,5,6,2278.0,1344.02,13668.0
SO - 0003782,6/10/2022,10/13/2022,15,Logistics Partner,NZD,QWE418,25,13,8,1005.0,743.7,8040.0
SO - 0004788,6/10/2022,11/10/2022,8,Trade Supply,NZD,QWE418,26,11,6,2592.9,2048.391,15557.4
SO - 0006031,6/10/2022,10/20/2022,8,Trade Supply,NZD,QWE418,9,14,6,3530.9,1482.978,21185.4
SO - 0006113,6/10/2022,10/14/2022,15,Trade Supply,USD,QWE418,72,1,5,2633.1,1606.191,13165.5
SO - 0006485,6/10/2022,11/10/2022,38,Global Sales,USD,QWE418,42,8,6,3886.0,2176.16,23316.0
SO - 0006671,6/10/2022,12/10/2022,23,Trade Supply,NZD,QWE418,70,3,11,1145.7,458.28,12602.7
SO - 000473,7/10/2022,10/21/2022,19,Global Sales,NZD,QWE418,19,12,5,2606.3,1251.024,13031.5
SO - 0006221,7/10/2022,11/10/2022,50,Trade Supply,AUD,QWE418,41,5,12,2398.6,1127.342,28783.2
SO - 0006809,7/10/2022,10/17/2022,17,Global Sales,NZD,QWE418,62,6,9,201.0,116.58,1809.0
SO - 0001346,8/10/2022,11/10/2022,34,Logistics Partner,NZD,QWE418,52,1,5,2371.8,1541.67,11859.0
SO - 0001592,8/10/2022,10/22/2022,37,Trade Supply,NZD,QWE418,67,8,7,3061.9,2051.473,21433.3
SO - 0001888,8/10/2022,10/21/2022,39,Logistics Partner,EUR,QWE418,35,5,11,1125.6,855.456,12381.6
SO - 0002600,8/10/2022,10/13/2022,28,Logistics Partner,AUD,QWE418,89,7,11,2653.2,1326.6,29185.2
SO - 0002631,8/10/2022,10/13/2022,4,Logistics Partner,USD,QWE418,70,7,12,1018.4,417.544,12220.8
SO - 0004004,8/10/2022,10/21/2022,4,Logistics Partner,GBP,QWE418,46,7,11,2767.1,1743.273,30438.1
SO - 0005896,8/10/2022,11/10/2022,44,Logistics Partner,NZD,QWE418,33,7,8,2452.2,1642.974,19617.6
SO - 0007683,8/10/2022,10/20/2022,3,Trade Supply,USD,QWE418,17,2,5,1715.2,1063.424,8576.0
SO - 000767,9/10/2022,10/20/2022,32,Trade Supply,USD,QWE418,44,1,9,3899.4,2807.568,35094.6
SO - 0002041,9/10/2022,10/19/2022,17,Logistics Partner,AUD,QWE418,68,6,11,3430.4,2744.32,37734.4
SO - 0003075,9/10/2022,10/22/2022,28,Trade Supply,USD,QWE418,54,1,6,1058.6,455.198,6351.6
SO - 0004285,9/10/2022,10/18/2022,4,Trade Supply,NZD,QWE418,21,11,11,1118.9,514.694,12307.9
SO - 0004972,9/10/2022,10/23/2022,24,Logistics Partner,NZD,QWE418,59,9,9,1025.1,830.331,9225.9
SO - 0006740,9/10/2022,10/25/2022,1,Trade Supply,USD,QWE418,67,2,6,1018.4,804.536,6110.4
SO - 0006804,9/10/2022,10/14/2022,41,Trade Supply,AUD,QWE418,51,1,5,1715.2,1234.944,8576.0
SO - 0007848,9/10/2022,10/23/2022,2,Trade Supply,NZD,QWE418,70,11,8,1909.5,1279.365,15276.0
SO - 000650,10/10/2022,10/19/2022,16,Global Sales,GBP,QWE418,14,9,5,1078.7,701.155,5393.5
SO - 0001706,10/10/2022,10/20/2022,30,Trade Supply,USD,QWE418,25,1,7,1949.7,1052.838,13647.9
SO - 0003111,10/10/2022,10/23/2022,38,Trade Supply,USD,QWE418,35,11,6,1065.3,873.546,6391.8
SO - 0003124,10/10/2022,10/26/2022,36,Logistics Partner,USD,QWE418,66,5,5,3832.4,2989.272,19162.0
SO - 0005968,10/10/2022,10/16/2022,10,Trade Supply,USD,QWE418,8,1,9,194.3,106.865,1748.7
SO - 0006486,10/10/2022,10/13/2022,2,Trade Supply,NZD,QWE418,24,12,7,6137.2,4480.156,42960.4
SO - 0006698,10/10/2022,10/28/2022,38,Trade Supply,USD,QWE418,17,9,6,268.0,227.8,1608.0
SO - 0007161,10/10/2022,10/20/2022,50,Trade Supply,NZD,QWE418,8,1,7,2894.4,2402.352,20260.8
SO - 000629,11/10/2022,10/15/2022,21,Trade Supply,USD,QWE418,49,2,7,1152.4,507.056,8066.8
SO - 000836,11/10/2022,10/20/2022,3,Logistics Partner,EUR,QWE418,23,9,5,944.7,736.866,4723.5
SO - 0001016,11/10/2022,10/24/2022,22,Logistics Partner,NZD,QWE418,77,11,7,1025.1,758.574,7175.7
SO - 0003490,11/10/2022,10/21/2022,29,Trade Supply,AUD,QWE418,82,10,5,1038.5,810.03,5192.5
SO - 0002910,12/10/2022,10/25/2022,24,Logistics Partner,NZD,QWE418,86,9,5,1018.4,794.352,5092.0
SO - 0003647,12/10/2022,10/30/2022,22,Logistics Partner,USD,QWE418,57,11,5,3122.2,1717.21,15611.0
SO - 0003882,12/10/2022,10/16/2022,31,Trade Supply,EUR,QWE418,64,9,9,1246.2,610.638,11215.8
SO - 0005101,12/10/2022,10/22/2022,16,Global Sales,NZD,QWE418,75,11,11,3959.7,2375.82,43556.7
SO - 0005876,12/10/2022,10/25/2022,47,Logistics Partner,NZD,QWE418,66,1,11,3953.0,2767.1,43483.0
SO - 000939,10/13/2022,10/29/2022,37,Trade Supply,EUR,QWE418,67,11,11,1132.3,758.641,12455.3
SO - 0001130,10/13/2022,10/22/2022,47,Trade Supply,GBP,QWE418,14,2,9,1065.3,521.997,9587.7
SO - 0001778,10/13/2022,10/30/2022,18,Trade Supply,EUR,QWE418,13,9,10,884.4,610.236,8844.0
SO - 0001986,10/13/2022,10/27/2022,29,Global Sales,GBP,QWE418,16,11,10,221.1,108.339,2211.0
SO - 0002951,10/13/2022,10/26/2022,29,Trade Supply,GBP,QWE418,49,2,7,1849.2,1294.44,12944.4
SO - 0003364,10/13/2022,10/22/2022,39,Trade Supply,AUD,QWE418,93,10,12,1105.5,851.235,13266.0
SO - 0004714,10/13/2022,10/21/2022,32,Trade Supply,USD,QWE418,25,10,12,5393.5,3128.23,64722.0
SO - 0005116,10/13/2022,10/31/2022,36,Logistics Partner,NZD,QWE418,55,7,11,2639.8,1689.472,29037.8
SO - 000598,10/14/2022,10/20/2022,25,Trade Supply,NZD,QWE418,32,13,11,1809.0,1157.76,19899.0
SO - 0003464,10/14/2022,10/30/2022,47,Trade Supply,USD,QWE418,72,1,10,201.0,98.49,2010.0
SO - 0003795,10/14/2022,10/23/2022,19,Logistics Partner,EUR,QWE418,34,7,12,1299.8,961.852,15597.6
SO - 0005316,10/14/2022,10/17/2022,16,Logistics Partner,USD,QWE418,22,2,5,6150.6,4428.432,30753.0
SO - 0006059,10/14/2022,10/31/2022,43,Logistics Partner,AUD,QWE418,79,8,5,891.1,730.702,4455.5
SO - 0006883,10/14/2022,10/20/2022,42,Logistics Partner,NZD,QWE418,17,14,12,1246.2,834.954,14954.4
SO - 0007335,10/14/2022,10/22/2022,29,Logistics Partner,USD,QWE418,68,8,6,1065.3,671.139,6391.8
SO - 000763,10/15/2022,10/18/2022,13,Trade Supply,AUD,QWE418,35,1,5,857.6,591.744,4288.0
SO - 0001171,10/15/2022,10/22/2022,49,Trade Supply,NZD,QWE418,13,2,11,3872.6,2362.286,42598.6
SO - 0001255,10/15/2022,10/28/2022,28,Logistics Partner,USD,QWE418,14,4,8,1889.4,963.594,15115.2
SO - 0002438,10/15/2022,10/25/2022,44,Logistics Partner,USD,QWE418,3,5,12,877.7,684.606,10532.4
SO - 0003968,10/15/2022,10/19/2022,50,Trade Supply,NZD,QWE418,78,11,6,6512.4,4754.052,39074.4
SO - 000858,10/16/2022,10/26/2022,14,Logistics Partner,EUR,QWE418,70,5,6,964.8,443.808,5788.8
SO - 0001144,10/16/2022,10/25/2022,38,Trade Supply,NZD,QWE418,12,11,8,2579.5,2089.395,20636.0
SO - 0001891,10/16/2022,1/11/2022,24,Logistics Partner,AUD,QWE418,23,1,12,3926.2,2669.816,47114.4
SO - 0004211,10/16/2022,10/29/2022,27,Global Sales,USD,QWE418,1,2,11,978.2,391.28,10760.2
SO - 0005018,10/16/2022,10/30/2022,32,Global Sales,AUD,QWE418,76,7,8,3993.2,1637.212,31945.6
SO - 0006887,10/16/2022,10/30/2022,47,Logistics Partner,NZD,QWE418,93,7,9,1072.0,493.12,9648.0
SO - 0006959,10/16/2022,10/24/2022,21,Logistics Partner,NZD,QWE418,11,1,8,1072.0,621.76,8576.0
SO - 0006984,10/16/2022,10/29/2022,37,Global Sales,NZD,QWE418,61,7,5,911.2,473.824,4556.0
SO - 0001048,10/17/2022,10/20/2022,9,Logistics Partner,USD,QWE418,44,9,9,3035.1,2276.325,27315.9
SO - 0004959,10/17/2022,2/11/2022,12,Logistics Partner,NZD,QWE418,70,1,5,1011.7,566.552,5058.5
SO - 0006022,10/17/2022,10/29/2022,48,Trade Supply,NZD,QWE418,65,2,11,1742.0,992.94,19162.0
SO - 0006364,10/17/2022,10/21/2022,6,Trade Supply,NZD,QWE418,74,13,11,5185.8,2644.758,57043.8
SO - 000987,10/18/2022,10/29/2022,42,Logistics Partner,NZD,QWE418,6,11,9,964.8,627.12,8683.2
SO - 0001510,10/18/2022,10/21/2022,4,Trade Supply,NZD,QWE418,2,8,9,951.4,780.148,8562.6
SO - 0004991,10/18/2022,10/29/2022,23,Logistics Partner,NZD,QWE418,33,9,10,3731.9,2948.201,37319.0
SO - 0006040,10/18/2022,10/30/2022,47,Logistics Partner,EUR,QWE418,1,10,9,2814.0,1181.88,25326.0
SO - 0006442,10/18/2022,10/27/2022,41,Logistics Partner,NZD,QWE418,63,1,6,1078.7,862.96,6472.2
SO - 0006513,10/18/2022,1/11/2022,14,Logistics Partner,NZD,QWE418,46,11,10,1072.0,718.24,10720.0
SO - 0008053,10/18/2022,10/27/2022,18,Global Sales,AUD,QWE418,79,3,7,1139.0,956.76,7973.0
SO - 000437,10/19/2022,2/11/2022,11,Global Sales,USD,QWE418,53,7,9,261.3,104.52,2351.7
SO - 000859,10/19/2022,10/23/2022,29,Trade Supply,USD,QWE418,61,7,7,247.9,158.656,1735.3
SO - 0001587,10/19/2022,10/31/2022,28,Trade Supply,AUD,QWE418,22,1,8,6485.6,4215.64,51884.8
SO - 0002003,10/19/2022,2/11/2022,4,Trade Supply,NZD,QWE418,74,7,10,1112.2,745.174,11122.0
SO - 0002290,10/19/2022,10/25/2022,7,Logistics Partner,NZD,QWE418,26,7,6,6298.0,3337.94,37788.0
SO - 0003497,10/19/2022,10/27/2022,11,Global Sales,NZD,QWE418,90,11,11,1232.8,505.448,13560.8
SO - 0005114,10/19/2022,10/26/2022,28,Logistics Partner,NZD,QWE418,10,1,11,1701.8,1429.512,18719.8
SO - 0005390,10/19/2022,2/11/2022,24,Logistics Partner,USD,QWE418,7,6,10,676.7,514.292,6767.0
SO - 0006613,10/19/2022,10/27/2022,49,Logistics Partner,AUD,QWE418,60,1,5,1025.1,645.813,5125.5
SO - 0007331,10/19/2022,10/26/2022,42,Global Sales,NZD,QWE418,16,11,10,1031.8,546.854,10318.0
SO - 0004047,10/20/2022,2/11/2022,6,Trade Supply,USD,QWE418,73,2,12,1963.1,1472.325,23557.2
SO - 0004320,10/20/2022,3/11/2022,27,Trade Supply,USD,QWE418,25,3,12,1078.7,701.155,12944.4
SO - 0005667,10/20/2022,5/11/2022,34,Global Sales,USD,QWE418,19,1,6,3966.4,2776.48,23798.4
SO - 0006606,10/20/2022,10/31/2022,3,Trade Supply,USD,QWE418,28,2,8,1715.2,823.296,13721.6
SO - 0007194,10/20/2022,10/30/2022,4,Trade Supply,NZD,QWE418,96,13,7,1058.6,783.364,7410.2
SO - 0007258,10/20/2022,2/11/2022,37,Global Sales,EUR,QWE418,98,1,11,1326.6,1101.078,14592.6
SO - 0008059,10/20/2022,4/11/2022,13,Global Sales,USD,QWE418,98,5,9,1802.3,720.92,16220.7
SO - 0001523,10/21/2022,10/30/2022,13,Logistics Partner,NZD,QWE418,19,2,5,6137.2,4234.668,30686.0
SO - 0002157,10/21/2022,10/30/2022,9,Trade Supply,NZD,QWE418,63,5,5,214.4,92.192,1072.0
SO - 0003932,10/21/2022,4/11/2022,9,Trade Supply,USD,QWE418,7,11,9,3919.5,1685.385,35275.5
SO - 0004607,10/21/2022,10/26/2022,33,Logistics Partner,NZD,QWE418,61,5,7,2331.6,1492.224,16321.2
SO - 0007675,10/21/2022,10/29/2022,34,Trade Supply,NZD,QWE418,80,5,10,1132.3,600.119,11323.0
SO - 0007790,10/21/2022,10/27/2022,44,Trade Supply,USD,QWE418,49,7,11,763.8,389.538,8401.8
SO - 000883,10/22/2022,9/11/2022,3,Logistics Partner,NZD,QWE418,60,2,6,797.3,454.461,4783.8
SO - 0001527,10/22/2022,7/11/2022,22,Logistics Partner,NZD,QWE418,94,7,7,6291.3,4844.301,44039.1
SO - 0002318,10/22/2022,7/11/2022,38,Trade Supply,NZD,QWE418,36,7,9,2793.9,1201.377,25145.1
SO - 0002353,10/22/2022,4/11/2022,3,Logistics Partner,EUR,QWE418,41,11,10,1822.4,1457.92,18224.0
SO - 0004025,10/22/2022,6/11/2022,48,Logistics Partner,GBP,QWE418,26,7,6,167.5,95.475,1005.0
SO - 0005487,10/22/2022,7/11/2022,26,Trade Supply,AUD,QWE418,89,7,10,1085.4,716.364,10854.0
SO - 0005599,10/22/2022,3/11/2022,39,Trade Supply,AUD,QWE418,91,12,12,5567.7,4175.775,66812.4
SO - 0005939,10/22/2022,5/11/2022,3,Logistics Partner,AUD,QWE418,83,1,11,241.2,115.776,2653.2
SO - 0006066,10/22/2022,10/27/2022,21,Trade Supply,GBP,QWE418,7,11,11,817.4,580.354,8991.4
SO - 000329,10/23/2022,5/11/2022,25,Trade Supply,USD,QWE418,53,7,5,1125.6,630.336,5628.0
SO - 000895,10/23/2022,7/11/2022,22,Logistics Partner,USD,QWE418,6,13,10,167.5,100.5,1675.0
SO - 0004199,10/23/2022,3/11/2022,8,Trade Supply,GBP,QWE418,46,2,8,1936.3,1006.876,15490.4
SO - 000615,10/24/2022,5/11/2022,29,Global Sales,NZD,QWE418,20,3,12,1139.0,854.25,13668.0
SO - 0001286,10/24/2022,2/11/2022,18,Trade Supply,NZD,QWE418,38,1,5,3845.8,3268.93,19229.0
SO - 0003751,10/24/2022,9/11/2022,28,Trade Supply,NZD,QWE418,3,14,5,3959.7,2217.432,19798.5
SO - 0004137,10/24/2022,10/28/2022,32,Trade Supply,USD,QWE418,23,11,11,984.9,797.769,10833.9
SO - 0004898,10/24/2022,6/11/2022,7,Logistics Partner,GBP,QWE418,14,7,12,797.3,677.705,9567.6
SO - 0005511,10/24/2022,10/30/2022,7,Trade Supply,EUR,QWE418,4,10,12,2331.6,1445.592,27979.2
SO - 0007302,10/24/2022,10/11/2022,30,Logistics Partner,USD,QWE418,87,1,8,3892.7,2919.525,31141.6
SO - 000792,10/25/2022,3/11/2022,30,Logistics Partner,GBP,QWE418,52,1,9,1011.7,505.85,9105.3
SO - 0001842,10/25/2022,9/11/2022,1,Trade Supply,NZD,QWE418,10,2,10,1152.4,887.348,11524.0
SO - 0003091,10/25/2022,10/31/2022,47,Trade Supply,NZD,QWE418,96,7,5,6083.6,3041.8,30418.0
SO - 0003312,10/25/2022,5/11/2022,11,Trade Supply,NZD,QWE418,2,5,9,1849.2,795.156,16642.8
SO - 0005815,10/25/2022,7/11/2022,14,Trade Supply,NZD,QWE418,58,1,6,1849.2,1423.884,11095.2
SO - 0006719,10/25/2022,6/11/2022,5,Trade Supply,NZD,QWE418,61,1,12,1721.9,964.264,20662.8
SO - 0007006,10/25/2022,1/11/2022,29,Trade Supply,EUR,QWE418,55,2,9,5674.9,3575.187,51074.1
SO - 0002115,10/26/2022,10/11/2022,9,Trade Supply,USD,QWE418,6,4,6,5701.7,2907.867,34210.2
SO - 0002367,10/26/2022,8/11/2022,9,Logistics Partner,GBP,QWE418,26,1,12,1038.5,643.87,12462.0
SO - 0002462,10/26/2022,7/11/2022,38,Logistics Partner,USD,QWE418,48,1,8,2968.1,2433.842,23744.8
SO - 0003495,10/26/2022,12/11/2022,43,Logistics Partner,EUR,QWE418,52,8,11,1815.7,1470.717,19972.7
SO - 0005940,10/26/2022,7/11/2022,29,Global Sales,GBP,QWE418,71,2,6,5212.6,2814.804,31275.6
SO - 000832,10/27/2022,6/11/2022,33,Trade Supply,NZD,QWE418,93,4,10,2010.0,884.4,20100.0
SO - 0001409,10/27/2022,6/11/2022,44,Logistics Partner,GBP,QWE418,87,12,8,167.5,142.375,1340.0
SO - 0002177,10/27/2022,6/11/2022,42,Logistics Partner,NZD,QWE418,41,1,5,931.3,707.788,4656.5
SO - 0002376,10/27/2022,2/11/2022,3,Global Sales,NZD,QWE418,11,7,5,897.8,718.24,4489.0
SO - 0004243,10/27/2022,12/11/2022,34,Trade Supply,AUD,QWE418,71,11,12,5842.4,4790.768,70108.8
SO - 0005181,10/27/2022,11/11/2022,25,Trade Supply,USD,QWE418,72,1,7,4020.0,2613.0,28140.0
SO - 0005275,10/27/2022,11/11/2022,19,Global Sales,USD,QWE418,47,13,9,201.0,120.6,1809.0
SO - 0006993,10/27/2022,7/11/2022,38,Trade Supply,EUR,QWE418,36,7,12,247.9,153.698,2974.8
SO - 000743,10/28/2022,4/11/2022,36,Trade Supply,NZD,QWE418,94,1,7,3845.8,2730.518,26920.6
SO - 0001628,10/28/2022,1/11/2022,25,Trade Supply,GBP,QWE418,38,1,10,2599.6,2001.692,25996.0
SO - 0002569,10/28/2022,10/11/2022,13,Trade Supply,NZD,QWE418,71,13,11,1762.1,1321.575,19383.1
SO - 0002580,10/28/2022,8/11/2022,22,Trade Supply,NZD,QWE418,23,13,7,1132.3,554.827,7926.1
SO - 0004622,10/28/2022,2/11/2022,6,Trade Supply,USD,QWE418,83,2,11,2318.2,1947.288,25500.2
SO - 0007867,10/28/2022,7/11/2022,3,Trade Supply,GBP,QWE418,50,13,5,1768.8,884.4,8844.0
SO - 000312,10/29/2022,11/13/2022,41,Trade Supply,NZD,QWE418,24,5,7,227.8,95.676,1594.6
SO - 000505,10/29/2022,7/11/2022,21,Trade Supply,NZD,QWE418,21,6,10,1045.2,700.284,10452.0
SO - 0001170,10/29/2022,6/11/2022,34,Trade Supply,NZD,QWE418,45,9,6,1139.0,774.52,6834.0
SO - 0002394,10/29/2022,3/11/2022,43,Global Sales,USD,QWE418,18,4,10,2425.4,1406.732,24254.0
SO - 0003086,10/29/2022,4/11/2022,13,Logistics Partner,AUD,QWE418,82,14,6,201.0,136.68,1206.0
SO - 0003252,10/29/2022,4/11/2022,24,Trade Supply,USD,QWE418,79,1,9,3845.8,1922.9,34612.2
SO - 0003320,10/29/2022,9/11/2022,3,Trade Supply,USD,QWE418,93,11,6,1949.7,1169.82,11698.2
SO - 0003445,10/29/2022,11/15/2022,31,Logistics Partner,NZD,QWE418,35,9,9,1085.4,586.116,9768.6
SO - 0003666,10/29/2022,2/11/2022,21,Logistics Partner,EUR,QWE418,76,11,11,2579.5,1160.775,28374.5
SO - 0004583,10/29/2022,6/11/2022,40,Global Sales,GBP,QWE418,94,5,6,1742.0,1341.34,10452.0
SO - 0006422,10/29/2022,12/11/2022,18,Logistics Partner,NZD,QWE418,90,5,10,2646.5,1879.015,26465.0
SO - 0007508,10/29/2022,11/15/2022,12,Global Sales,USD,QWE418,41,7,7,964.8,588.528,6753.6
SO - 0007839,10/29/2022,11/11/2022,7,Trade Supply,USD,QWE418,89,9,12,3959.7,1702.671,47516.4
SO - 000282,10/30/2022,11/16/2022,41,Global Sales,USD,QWE418,90,11,7,1011.7,687.956,7081.9
SO - 0001787,10/30/2022,11/14/2022,48,Trade Supply,EUR,QWE418,22,2,10,1058.6,857.466,10586.0
SO - 0002515,10/30/2022,5/11/2022,14,Logistics Partner,AUD,QWE418,12,1,8,3832.4,3027.596,30659.2
SO - 0002542,10/30/2022,3/11/2022,44,Trade Supply,GBP,QWE418,99,7,5,5594.5,2629.415,27972.5
SO - 0004334,10/30/2022,3/11/2022,47,Logistics Partner,USD,QWE418,18,9,9,268.0,187.6,2412.0
SO - 0005337,10/30/2022,11/15/2022,21,Trade Supply,NZD,QWE418,91,2,6,3899.4,3002.538,23396.4
SO - 0006508,10/30/2022,11/14/2022,48,Logistics Partner,AUD,QWE418,75,2,10,984.9,768.222,9849.0
SO - 0007875,10/30/2022,8/11/2022,43,Logistics Partner,NZD,QWE418,30,7,11,1956.4,939.072,21520.4
SO - 0001296,10/31/2022,11/18/2022,31,Trade Supply,USD,QWE418,84,5,6,6056.8,2907.264,36340.8
SO - 0001663,10/31/2022,5/11/2022,20,Global Sales,NZD,QWE418,33,1,11,1132.3,781.287,12455.3
SO - 0005068,10/31/2022,5/11/2022,11,Logistics Partner,GBP,QWE418,47,13,8,1112.2,767.418,8897.6
SO - 0005257,10/31/2022,8/11/2022,33,Trade Supply,USD,QWE418,40,11,7,3906.1,3046.758,27342.7
SO - 0005927,10/31/2022,11/13/2022,19,Trade Supply,GBP,QWE418,1,8,9,221.1,161.403,1989.9
SO - 0006974,10/31/2022,10/11/2022,6,Trade Supply,NZD,QWE418,70,1,5,201.0,158.79,1005.0
